tenant,deal_id,hubspot_deal_id,action,reason,old_value,new_value,collision_deal_id,collision_hubspot_deal_id
office_dallas,468e0dd1-78b6-5dc2-a160-3bd4edbc0768,316633329345,UPDATE,canonical preserved project_number,,DFW-4-07526-ae,,
office_dallas,46c54902-7198-55c6-9549-30584dc5a706,318226200296,UPDATE,canonical preserved project_number,,DFW-4-08626-af,,
office_dallas,46dbba51-4165-5c77-97f5-c3d09f753aee,321711034098,UPDATE,canonical preserved project_number,,ATL-8-11126-ac,,
office_dallas,47b60348-c8d2-5e2b-8d1e-7b73da540a32,259780885229,UPDATE,canonical preserved project_number,,DFW-1-01326-ac,,
office_dallas,47bac378-ffea-527c-99e5-42e134aa3966,291136357093,UPDATE,canonical preserved project_number,,DFW-2-04026-aa,,
office_dallas,47ef9391-8848-5e3a-84cd-6aab7d44aaf7,320346386132,UPDATE,canonical preserved project_number,,DFW-1-10026-ab,,
office_dallas,489b85c7-6de0-56c9-99fe-9d16bf514ffe,313933683411,UPDATE,canonical preserved project_number,,DFW-4-06626-aa,,
office_dallas,48ddb13c-83f2-5966-afa2-dfba9dbf1a18,320334129855,UPDATE,canonical preserved project_number,,DFW-4-09926-ak,,
office_dallas,48f6fc24-f893-52a3-9faa-ae824052cf02,272423868106,UPDATE,canonical preserved project_number,,DFW-1-02326-ac,,
office_dallas,49280ca5-7f09-5bc6-8dd0-ebb257b4bae5,320347104954,UPDATE,canonical preserved project_number,,DFW-4-10026-ad,,
office_dallas,49498cc8-555a-5010-bc80-386b0d0a407f,317541126868,UPDATE,canonical preserved project_number,,DFW-1-08326-ab,,
office_dallas,495d9c42-c598-575c-ba33-b240f6bf1521,304630199017,UPDATE,canonical preserved project_number,,DFW-1-05426-aj,,
office_dallas,4999857f-bf0f-5871-baed-58d6fe5f6954,278328441569,UPDATE,canonical preserved project_number,,DFW-4-02926-al,,
office_dallas,4a0d4d9d-3145-5da9-a4cd-ac68cc1b8266,316969048795,UPDATE,canonical preserved project_number,,DFW-1-07726-af,,
office_dallas,4a608b16-ca4e-5aeb-b932-849724b79d7f,282383607519,UPDATE,canonical preserved project_number,,DFW-4-03326-ab,,
office_dallas,4a8bf879-7232-5e39-9c8b-a3bd99fa0278,322439801562,UPDATE,canonical preserved project_number,,DFW-4-11426-ac,,
office_dallas,4aa011c6-e008-5826-a26d-82de6f59913f,317437915866,UPDATE,canonical preserved project_number,,DFW-1-08326-aa,,
office_dallas,4ab19431-1219-5e42-9704-e5910f1d7ac8,317997676231,UPDATE,canonical preserved project_number,,DFW-4-08526-ab,,
office_dallas,4ab84772-5978-5ff9-8fa1-c5b43a5aca11,318928928504,UPDATE,canonical preserved project_number,,DFW-1-09026-ah,,
office_dallas,4c791c22-2b88-5d6a-8d1e-16bb416898f8,318538634948,UPDATE,canonical preserved project_number,,DFW-4-08926-ag,,
office_dallas,4d7a2aa0-48b9-5481-bd37-14462edc8cb3,292901652192,UPDATE,canonical preserved project_number,,DFW-4-04126-ae,,
office_dallas,4e2109c0-2638-53d5-9da6-3a050ca54de1,316022485694,UPDATE,canonical preserved project_number,,DFW-2-07026-ae,,
office_dallas,4f00a3e2-a496-5c43-80a7-1c925bb640c8,322465722102,UPDATE,canonical preserved project_number,,DFW-4-11426-ad,,
office_dallas,4f2197d3-f32e-5c33-8239-c4ede4441ad3,312942300871,UPDATE,canonical preserved project_number,,DFW-4-06426-aj,,
office_dallas,4f4c8fc8-85e6-552c-9fcf-86e23c8d6c37,267448896231,UPDATE,canonical preserved project_number,,DFW-1-02026-aa,,
office_dallas,5055b53c-78db-56d9-85aa-cdcadc4c3b05,320498405110,UPDATE,canonical preserved project_number,,DFW-4-10026-af,,
office_dallas,50e5d55a-600f-5106-a859-bb59d42b3499,277231044288,UPDATE,canonical preserved project_number,,DFW-4-02926-af,,
office_dallas,5128eb33-6e8b-5a8d-8ee9-5546edda9507,319172721392,UPDATE,canonical preserved project_number,,DFW-4-09226-ao,,
office_dallas,51762842-50c6-5a01-bbe2-16cbe6e9b147,312445472503,UPDATE,canonical preserved project_number,,DFW-4-06426-af,,
office_dallas,5178b85c-5168-57f2-b7aa-6775867311f2,319309859517,UPDATE,canonical preserved project_number,,DFW-5-09326-aa,,
office_dallas,5349cc22-257f-5f30-81ad-ef148bb32a2d,279886208710,UPDATE,canonical preserved project_number,,ATL-1-03026-ad,,
office_dallas,5408ad13-0520-5813-baf2-153a72bf7ea6,322925847285,UPDATE,canonical preserved project_number,,DFW-4-11826-ab,,
office_dallas,54520227-c921-510a-bdbd-7c743bc90f5e,321011906262,UPDATE,canonical preserved project_number,,DFW-4-10626-ac,,
office_dallas,545c27f9-efe9-598a-9fea-a62b642bc26b,323527499488,UPDATE,canonical preserved project_number,,DFW-1-12126-aa,,
office_dallas,54fc339e-2a77-5b2b-8153-77e7bc6f4b71,316929551053,UPDATE,canonical preserved project_number,,DFW-4-07826-ad,,
office_dallas,55f5484d-c282-5195-9815-337dd3b61807,313023563467,UPDATE,canonical preserved project_number,,DFW-4-06426-ak,,
office_dallas,56289847-c5a7-5992-8c7b-c98b6fd88faa,300012538568,UPDATE,canonical preserved project_number,,ATL-4-04826-ag,,
office_dallas,565c3064-24a7-5882-8ea0-f0343643e8a9,293206333149,UPDATE,canonical preserved project_number,,DFW-4-04326-ab,,
office_dallas,567fa93c-a684-5cf0-8a84-7bfe3ad3d758,318229259980,UPDATE,canonical preserved project_number,,DFW-2-08926-ab,,
office_dallas,56f4282f-f2cf-5b49-b610-afc9a4253360,278419027678,UPDATE,canonical preserved project_number,,DFW-7-02926-aj,,
office_dallas,578c2964-bd37-52f7-8e11-7fbf797d36bb,315980742367,UPDATE,canonical preserved project_number,,DFW-2-07026-aa,,
office_dallas,5830d704-a9be-59c2-9f29-9047d43a9be2,311681638095,UPDATE,canonical preserved project_number,,DFW-4-06326-aj,,
office_dallas,58a203f9-30d4-52e7-85a6-c2130757adda,321281123036,UPDATE,canonical preserved project_number,,DFW-2-10726-af,,
office_dallas,58c2df13-abe1-58c2-8d7c-ebf6a8892bfd,301256418008,UPDATE,canonical preserved project_number,,DFW-4-04926-af,,
office_dallas,5a1ea2b6-aea6-575a-b6b2-b8e99577bd5e,308785203912,UPDATE,canonical preserved project_number,,DFW-1-06126-aa,,
office_dallas,5ba3dcb7-8b3e-524e-95e2-52a1e676e5f4,317995517649,UPDATE,canonical preserved project_number,,DFW-4-08526-ac,,
office_dallas,5c33eb7d-cb67-52dd-8396-7f2934f75cb8,306760243928,UPDATE,canonical preserved project_number,,DFW-1-05826-aa,,
office_dallas,5c7bc2a6-33d9-5430-81b6-82624133e499,253057090250,UPDATE,canonical preserved project_number,,DFW-2-00726-aa,,
office_dallas,5d093fc0-1d5e-595a-b991-6138d8bc50b6,316076454627,UPDATE,canonical preserved project_number,,DFW-1-07226-ad,,
office_dallas,5f0c0588-89cc-5fd9-a199-eeabd466f9b3,267213671123,UPDATE,canonical preserved project_number,,DFW-1-01926-aa,,
office_dallas,5f44280e-0711-534c-8617-e89f6fca7533,323518367463,UPDATE,canonical preserved project_number,,DFW-4-12426-ab,,
office_dallas,5f6b4aec-bdc8-5141-bb88-40d7d6575b3a,259780904640,UPDATE,canonical preserved project_number,,DFW-1-01326-ab,,
office_dallas,5faa1084-4dd4-5afc-ab31-0eea38d3c349,306426873584,UPDATE,canonical preserved project_number,,DFW-4-05726-aa,,
office_dallas,5fb012f2-75ca-53a7-b3fe-bbce0be8d389,323240339167,UPDATE,canonical preserved project_number,,DFW-4-11926-ai,,
office_dallas,600cd268-d06f-5c60-9532-48376cc5b490,322925907643,UPDATE,canonical preserved project_number,,DFW-4-11826-ae,,
office_dallas,60138004-89d8-525c-bf38-a99a27d729ec,288896690883,UPDATE,canonical preserved project_number,,DFW-4-03726-ab,,
office_dallas,60fbf3af-e34f-5553-ba00-5943229988d0,267668289259,UPDATE,canonical preserved project_number,,DFW-1-02126-ac,,
office_dallas,633e950c-117d-52c1-8cce-c0bbb72ab379,277985696487,UPDATE,canonical preserved project_number,,DFW-1-02926-ah,,
office_dallas,636b4f26-2226-5d1f-89ac-3a4fe860f227,269389214445,UPDATE,canonical preserved project_number,,DFW-2-02226-aa,,
office_dallas,63e6ce63-a3f6-57c2-8806-c0adb3040e4e,267213876940,UPDATE,canonical preserved project_number,,DFW-1-02126-ab,,
office_dallas,64853225-0be5-554b-8fb7-f15927d54f32,318186066640,UPDATE,canonical preserved project_number,,DFW-4-08926-ad,,
office_dallas,648e292d-b4f7-54b3-a1f3-2f3b78f40cbc,316625492729,UPDATE,canonical preserved project_number,,DFW-4-07626-aa,,
office_dallas,658d2401-f516-5628-b81c-8de8ba5e839e,323235304181,UPDATE,canonical preserved project_number,,DFW-4-11926-af,,
office_dallas,67980f3d-0521-5e3b-9f98-1d34b1ff9f5e,273342206691,UPDATE,canonical preserved project_number,,DFW-1-02326-ak,,
office_dallas,67f29b28-b54a-5484-a7ec-55547873ec40,316624670399,UPDATE,canonical preserved project_number,,DFW-2-07526-ab,,
office_dallas,68a69943-b5a8-5628-a19e-3c7459852eb8,311794395891,UPDATE,canonical preserved project_number,,DFW-1-06326-ak,,
office_dallas,68cc930f-7fd7-5e12-90c4-d6d5c9ac5b27,280744457945,UPDATE,canonical preserved project_number,,DFW-5-03426-aa,,
office_dallas,6a195519-704d-5ea6-ada8-95688ab735b7,273338616541,UPDATE,canonical preserved project_number,,DFW-1-02326-ah,,
office_dallas,6ac54468-9fa0-5ee3-9c03-5e3e5df410fd,315799594702,UPDATE,canonical preserved project_number,,DFW-4-06926-af,,
office_dallas,6ad6bec0-19a1-5a3f-b44d-b90c8378bd40,304627444418,UPDATE,canonical preserved project_number,,DFW-1-05626-aa,,
office_dallas,6b7343d1-2b4d-5a02-9474-1604af1f93df,305880965862,UPDATE,canonical preserved project_number,,DFW-1-05626-ac,,
office_dallas,6bae447e-07ac-56c5-8459-037916208273,320117040830,UPDATE,canonical preserved project_number,,DFW-1-09826-ac,,
office_dallas,6d12604c-4b24-51dc-b691-e19fda531057,200525469381,UPDATE,canonical preserved project_number,,DFW-1-07626-ab,,
office_dallas,6de6685b-7bea-50b7-a613-79605783229f,323230315230,UPDATE,canonical preserved project_number,,DFW-4-12026-aa,,
office_dallas,6e1e5494-d5eb-5bb9-a097-0a9fcc8296c5,269507473114,UPDATE,canonical preserved project_number,,DFW-4-02026-ab,,
office_dallas,703199f9-2d0c-57ce-8ce9-9405361eb06f,277845823208,UPDATE,canonical preserved project_number,,ATL-2-02926-ag,,
office_dallas,70a02633-b010-5585-ab8a-d6853768c2a3,320837407467,UPDATE,canonical preserved project_number,,DFW-9-10526-aa,,
office_dallas,71c2e026-550e-5f78-a484-4116f157fc0b,320490480374,UPDATE,canonical preserved project_number,,DFW-4-10026-ae,,
office_dallas,71c6ba65-a97f-5cba-9be9-ce0062fcf856,256648209107,UPDATE,canonical preserved project_number,,DFW-1-00926-aa,,
office_dallas,72345a2b-1160-5424-b32e-76dbad51ff95,312445483731,UPDATE,canonical preserved project_number,,DFW-4-06426-ai,,
office_dallas,724267ca-64f8-5154-b625-199860cdf1b2,318903463610,UPDATE,canonical preserved project_number,,DFW-1-09026-ag,,
office_dallas,7259247d-fa32-50a7-8060-fa3374b6398b,322909932244,UPDATE,canonical preserved project_number,,DFW-4-11826-aa,,
office_dallas,731cd1f3-3733-500d-ba39-a4bf9f6e41d0,291696724711,UPDATE,canonical preserved project_number,,ATL-2-04026-ag,,
office_dallas,7349580a-a9b8-5dd0-8d69-bda460b6dbce,322923730619,UPDATE,canonical preserved project_number,,DFW-4-11826-ad,,
office_dallas,736c645a-63b7-5d82-ad06-06116b4fff73,321281831643,UPDATE,canonical preserved project_number,,DFW-4-10726-ad,,
office_dallas,737961cc-2d60-53a5-915c-a7514dc60a83,316332595917,UPDATE,canonical preserved project_number,,ATL-1-07226-aj,,
office_dallas,741f07f6-c1f0-555e-8473-f13dc1cc2de9,321690166980,UPDATE,canonical preserved project_number,,DFW-4-11126-ag,,
office_dallas,75715aa9-cafb-5af9-9c9e-ff33e441e282,310382894782,UPDATE,canonical preserved project_number,,DFW-2-06226-af,,
office_dallas,75bafabc-f7f3-5dbb-9b73-37630ffb554f,267382351579,UPDATE,canonical preserved project_number,,DFW-4-01926-ab,,
office_dallas,77333897-8dd6-5788-abfe-03152e6a3cb7,320535814866,UPDATE,canonical preserved project_number,,DFW-1-10326-af,,
office_dallas,77397723-3b10-5d82-be4f-9b6ab9719246,321690888942,UPDATE,canonical preserved project_number,,DFW-4-11126-ah,,
office_dallas,77cb3597-e85c-55ca-8a5c-fa756c02bd1a,304630917842,UPDATE,canonical preserved project_number,,DFW-1-05426-ai,,
